"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Meninges, unspecified - Malignant neoplasms"	"C70.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Meninges, unspecified - Malignant neoplasms"	"C70.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Meninges, unspecified - Malignant neoplasms"	"C70.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Cerebrum, except lobes and ventricles - Malignant neoplasms"	"C71.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Frontal lobe - Malignant neoplasms"	"C71.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Temporal lobe - Malignant neoplasms"	"C71.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Parietal lobe - Malignant neoplasms"	"C71.3"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Occipital lobe - Malignant neoplasms"	"C71.4"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Cerebral ventricle - Malignant neoplasms"	"C71.5"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Cerebellum - Malignant neoplasms"	"C71.6"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Brain stem - Malignant neoplasms"	"C71.7"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Overlapping lesion of brain - Malignant neoplasms"	"C71.8"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"1999"	"1999"	52	1340664	3.9
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2000"	"2000"	57	1354453	4.2
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2001"	"2001"	45	1380173	3.3
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2002"	"2002"	55	1395998	3.9
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2003"	"2003"	43	1413845	3.0
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2004"	"2004"	58	1429263	4.1
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2005"	"2005"	56	1446349	3.9
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2006"	"2006"	39	1467187	2.7
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2007"	"2007"	58	1486929	3.9
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2008"	"2008"	68	1507240	4.5
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2009"	"2009"	55	1526853	3.6
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2010"	"2010"	52	1539482	3.4
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2011"	"2011"	43	1560196	2.8
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2012"	"2012"	56	1580471	3.5
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2013"	"2013"	71	1602413	4.4
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2014"	"2014"	72	1627763	4.4
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2015"	"2015"	77	1653141	4.7
	"Brain, unspecified - Malignant neoplasms"	"C71.9"	"2016"	"2016"	83	1671143	5.0
	"Spinal cord - Malignant neoplasms"	"C72.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Spinal cord - Malignant neoplasms"	"C72.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Cauda equina - Malignant neoplasms"	"C72.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Olfactory nerve - Malignant neoplasms"	"C72.2"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Optic nerve - Malignant neoplasms"	"C72.3"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Acoustic nerve - Malignant neoplasms"	"C72.4"	"1999"	"1999"	Suppressed	1340664	Suppressed
