"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Lingual tonsil - Malignant neoplasms"	"C02.4"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Overlapping lesion of tongue - Malignant neoplasms"	"C02.8"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2007"	"2007"	11	1486929	Unreliable
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2008"	"2008"	12	1507240	Unreliable
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2014"	"2014"	10	1627763	Unreliable
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2015"	"2015"	15	1653141	Unreliable
	"Tongue, unspecified - Malignant neoplasms"	"C02.9"	"2016"	"2016"	15	1671143	Unreliable
	"Upper gum - Malignant neoplasms"	"C03.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Upper gum - Malignant neoplasms"	"C03.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Lower gum - Malignant neoplasms"	"C03.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Gum, unspecified - Malignant neoplasms"	"C03.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Anterior floor of mouth - Malignant neoplasms"	"C04.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Lateral floor of mouth - Malignant neoplasms"	"C04.1"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Overlapping lesion of floor of mouth - Malignant neoplasms"	"C04.8"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Floor of mouth, unspecified - Malignant neoplasms"	"C04.9"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2001"	"2001"	Suppressed	1380173	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2002"	"2002"	Suppressed	1395998	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2003"	"2003"	Suppressed	1413845	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2004"	"2004"	Suppressed	1429263	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2005"	"2005"	Suppressed	1446349	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2006"	"2006"	Suppressed	1467187	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2007"	"2007"	Suppressed	1486929	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2008"	"2008"	Suppressed	1507240	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2009"	"2009"	Suppressed	1526853	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2010"	"2010"	Suppressed	1539482	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2011"	"2011"	Suppressed	1560196	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2012"	"2012"	Suppressed	1580471	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2013"	"2013"	Suppressed	1602413	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2014"	"2014"	Suppressed	1627763	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2015"	"2015"	Suppressed	1653141	Suppressed
	"Hard palate - Malignant neoplasms"	"C05.0"	"2016"	"2016"	Suppressed	1671143	Suppressed
	"Soft palate - Malignant neoplasms"	"C05.1"	"1999"	"1999"	Suppressed	1340664	Suppressed
	"Soft palate - Malignant neoplasms"	"C05.1"	"2000"	"2000"	Suppressed	1354453	Suppressed
	"Soft palate - Malignant neoplasms"	"C05.1"	"2001"	"2001"	Suppressed	1380173	Suppressed
