County,County Code,Year,Race,Race Code,Deaths,Population,Crude Rate,Age Adjusted Rate
"Lake County, OH",39085,2005,White,2106-3,2167,217845,994.7,823.6
"Lake County, OH",39085,2006,Black or African American,2054-5,37,6932,533.8,746.4
"Lake County, OH",39085,2006,White,2106-3,2136,217969,980,786.4
"Lake County, OH",39085,2007,Black or African American,2054-5,59,7449,792.1,1088.7
"Lake County, OH",39085,2007,White,2106-3,2025,218130,928.3,735.4
"Lake County, OH",39085,2008,Black or African American,2054-5,50,7915,631.7,992.6
"Lake County, OH",39085,2008,White,2106-3,2189,218491,1001.9,779.2
"Lake County, OH",39085,2009,Black or African American,2054-5,39,8234,473.6,697.8
"Lake County, OH",39085,2009,White,2106-3,2206,218199,1011,767.5
"Lake County, OH",39085,2010,Black or African American,2054-5,56,8524,657,950.5
"Lake County, OH",39085,2010,White,2106-3,2199,218012,1008.7,755.4
"Lawrence County, OH",39087,2000,Black or African American,2054-5,16,1478,1082.5 (Unreliable),1071.1 (Unreliable)
"Lawrence County, OH",39087,2000,White,2106-3,722,60590,1191.6,1112.4
"Lawrence County, OH",39087,2001,Black or African American,2054-5,18,1461,1232.0 (Unreliable),1179.1 (Unreliable)
"Lawrence County, OH",39087,2001,White,2106-3,719,60232,1193.7,1111.9
"Lawrence County, OH",39087,2002,Black or African American,2054-5,16,1450,1103.4 (Unreliable),1129.5 (Unreliable)
"Lawrence County, OH",39087,2002,White,2106-3,736,60115,1224.3,1124.5
"Lawrence County, OH",39087,2003,Black or African American,2054-5,17,1510,1125.8 (Unreliable),1114.5 (Unreliable)
"Lawrence County, OH",39087,2003,White,2106-3,735,60393,1217,1119.7
"Lawrence County, OH",39087,2004,Black or African American,2054-5,15,1521,986.2 (Unreliable),968.3 (Unreliable)
"Lawrence County, OH",39087,2004,White,2106-3,722,60332,1196.7,1082.9
"Lawrence County, OH",39087,2005,Black or African American,2054-5,19,1557,1220.3 (Unreliable),1305.7 (Unreliable)
"Lawrence County, OH",39087,2005,White,2106-3,700,60575,1155.6,1049.1
"Lawrence County, OH",39087,2006,Black or African American,2054-5,16,1613,991.9 (Unreliable),1102.1 (Unreliable)
"Lawrence County, OH",39087,2006,White,2106-3,705,60843,1158.7,1033.3
"Lawrence County, OH",39087,2007,Black or African American,2054-5,16,1624,985.2 (Unreliable),1006.4 (Unreliable)
"Lawrence County, OH",39087,2007,White,2106-3,711,60765,1170.1,1029.1
"Lawrence County, OH",39087,2008,Black or African American,2054-5,17,1627,1044.9 (Unreliable),1207.2 (Unreliable)
"Lawrence County, OH",39087,2008,White,2106-3,697,60631,1149.6,1018.7
"Lawrence County, OH",39087,2009,Black or African American,2054-5,22,1614,1363.1,1501.6
"Lawrence County, OH",39087,2009,White,2106-3,659,60660,1086.4,953.5
"Lawrence County, OH",39087,2010,Black or African American,2054-5,15,1608,932.8 (Unreliable),1030.0 (Unreliable)
"Lawrence County, OH",39087,2010,White,2106-3,674,60429,1115.4,954.3
"Licking County, OH",39089,2000,Black or African American,2054-5,25,3375,740.7,1048.7
"Licking County, OH",39089,2000,White,2106-3,1252,140573,890.6,948.8
"Licking County, OH",39089,2001,Black or African American,2054-5,27,3603,749.4,1125.2
"Licking County, OH",39089,2001,White,2106-3,1271,143004,888.8,942.2
"Licking County, OH",39089,2002,Black or African American,2054-5,29,3761,771.1,1324.5
"Licking County, OH",39089,2002,White,2106-3,1303,144645,900.8,953.7
"Licking County, OH",39089,2003,Black or African American,2054-5,38,4085,930.2,1473.3
"Licking County, OH",39089,2003,White,2106-3,1262,146724,860.1,902.5
"Licking County, OH",39089,2004,Black or African American,2054-5,22,4337,507.3,799.2
"Licking County, OH",39089,2004,White,2106-3,1274,149092,854.5,888.8
"Licking County, OH",39089,2005,Black or African American,2054-5,21,4839,434,662.3
"Licking County, OH",39089,2005,White,2106-3,1346,151174,890.4,918.9
"Licking County, OH",39089,2006,Black or African American,2054-5,32,5284,605.6,975.6
"Licking County, OH",39089,2006,White,2106-3,1248,152926,816.1,808.9
"Licking County, OH",39089,2007,Black or African American,2054-5,28,5772,485.1,836.7
"Licking County, OH",39089,2007,White,2106-3,1268,154530,820.6,805.4
"Licking County, OH",39089,2008,Black or African American,2054-5,29,6082,476.8,890
"Licking County, OH",39089,2008,White,2106-3,1336,155682,858.2,824.1
"Licking County, OH",39089,2009,Black or African American,2054-5,43,6406,671.2,1251
"Licking County, OH",39089,2009,White,2106-3,1359,156681,867.4,826.6
"Licking County, OH",39089,2010,Black or African American,2054-5,26,6683,389,636.5
"Licking County, OH",39089,2010,White,2106-3,1412,157619,895.8,844.8
"Logan County, OH",39091,2000,Black or African American,2054-5,11,1000,1100.0 (Unreliable),2197.5 (Unreliable)
"Logan County, OH",39091,2000,White,2106-3,430,44671,962.6,905.9
"Logan County, OH",39091,2001,Black or African American,2054-5,10,991,1009.1 (Unreliable),1815.9 (Unreliable)
"Logan County, OH",39091,2001,White,2106-3,437,44534,981.3,910.5
"Logan County, OH",39091,2002,White,2106-3,459,44737,1026,957
"Logan County, OH",39091,2003,White,2106-3,454,44862,1012,923.5
"Logan County, OH",39091,2004,Black or African American,2054-5,12,1029,1166.2 (Unreliable),1858.2 (Unreliable)
"Logan County, OH",39091,2004,White,2106-3,465,44843,1037,938.3
"Logan County, OH",39091,2005,White,2106-3,457,44600,1024.7,927.9
"Logan County, OH",39091,2006,White,2106-3,440,44437,990.2,876.7
"Logan County, OH",39091,2007,White,2106-3,418,44653,936.1,832
"Logan County, OH",39091,2008,White,2106-3,436,44620,977.1,856.8
"Logan County, OH",39091,2009,White,2106-3,478,44476,1074.7,920.4
"Logan County, OH",39091,2010,White,2106-3,469,44293,1058.9,903.7
"Lorain County, OH",39093,2000,Black or African American,2054-5,187,26693,700.6,1131.3
"Lorain County, OH",39093,2000,White,2106-3,2202,254615,864.8,853.3
"Lorain County, OH",39093,2001,Black or African American,2054-5,170,26891,632.2,1031.2
"Lorain County, OH",39093,2001,White,2106-3,2269,255395,888.4,858.5
"Lorain County, OH",39093,2002,Black or African American,2054-5,203,27138,748,1177
"Lorain County, OH",39093,2002,White,2106-3,2519,256610,981.6,929.8
"Lorain County, OH",39093,2003,Black or African American,2054-5,182,27391,664.5,994.3
"Lorain County, OH",39093,2003,White,2106-3,2350,259326,906.2,842.7
"Lorain County, OH",39093,2004,Black or African American,2054-5,197,27524,715.7,1089.8
"Lorain County, OH",39093,2004,White,2106-3,2392,260494,918.3,841.5
"Lorain County, OH",39093,2005,Black or African American,2054-5,197,27899,706.1,1038.5
"Lorain County, OH",39093,2005,White,2106-3,2425,262589,923.5,826
"Lorain County, OH",39093,2006,Black or African American,2054-5,195,28375,687.2,988.9
"Lorain County, OH",39093,2006,White,2106-3,2367,264332,895.5,780.9
"Lorain County, OH",39093,2007,Black or African American,2054-5,182,28741,633.2,909.1
"Lorain County, OH",39093,2007,White,2106-3,2385,265197,899.3,768.8
"Lorain County, OH",39093,2008,Black or African American,2054-5,196,29084,673.9,990.7
"Lorain County, OH",39093,2008,White,2106-3,2427,265878,912.8,764.9
"Lorain County, OH",39093,2009,Black or African American,2054-5,202,29559,683.4,929.8
"Lorain County, OH",39093,2009,White,2106-3,2400,266321,901.2,739.5
"Lorain County, OH",39093,2010,Black or African American,2054-5,201,29856,673.2,946.1
"Lorain County, OH",39093,2010,White,2106-3,2590,266414,972.2,786
"Lucas County, OH",39095,2000,Black or African American,2054-5,690,81035,851.5,1257.1
"Lucas County, OH",39095,2000,White,2106-3,3965,366081,1083.1,971.3
"Lucas County, OH",39095,2001,Black or African American,2054-5,694,82457,841.7,1218.1
"Lucas County, OH",39095,2001,White,2106-3,3818,364277,1048.1,928.1
"Lucas County, OH",39095,2002,Black or African American,2054-5,666,83284,799.7,1149
"Lucas County, OH",39095,2002,White,2106-3,3781,362570,1042.8,911.8
"Lucas County, OH",39095,2003,Black or African American,2054-5,652,84322,773.2,1137.2
"Lucas County, OH",39095,2003,White,2106-3,3789,360817,1050.1,910.9
"Lucas County, OH",39095,2004,Black or African American,2054-5,655,84985,770.7,1100.4
"Lucas County, OH",39095,2004,White,2106-3,3582,357401,1002.2,864.6
"Lucas County, OH",39095,2005,Black or African American,2054-5,682,85948,793.5,1103.4
"Lucas County, OH",39095,2005,White,2106-3,3688,354144,1041.4,887.1
"Lucas County, OH",39095,2006,Black or African American,2054-5,672,87249,770.2,1030.7
"Lucas County, OH",39095,2006,White,2106-3,3546,350295,1012.3,853.8
"Lucas County, OH",39095,2007,Black or African American,2054-5,685,88325,775.5,1055.6
"Lucas County, OH",39095,2007,White,2106-3,3565,347724,1025.2,862.1
"Lucas County, OH",39095,2008,Black or African American,2054-5,689,89520,769.7,1025.2
"Lucas County, OH",39095,2008,White,2106-3,3627,344690,1052.2,869.5
"Lucas County, OH",39095,2009,Black or African American,2054-5,701,90289,776.4,1036
"Lucas County, OH",39095,2009,White,2106-3,3530,342533,1030.6,849.9
"Lucas County, OH",39095,2010,Black or African American,2054-5,738,90858,812.3,1066.7
"Lucas County, OH",39095,2010,White,2106-3,3427,340825,1005.5,819.6
"Madison County, OH",39097,2000,Black or African American,2054-5,11,2631,418.1 (Unreliable),902.4 (Unreliable)
"Madison County, OH",39097,2000,White,2106-3,354,37266,949.9,1045.4
"Madison County, OH",39097,2001,Black or African American,2054-5,11,2676,411.1 (Unreliable),976.1 (Unreliable)
"Madison County, OH",39097,2001,White,2106-3,357,37241,958.6,1042.1
"Madison County, OH",39097,2002,Black or African American,2054-5,10,2710,369.0 (Unreliable),983.3 (Unreliable)
"Madison County, OH",39097,2002,White,2106-3,338,37489,901.6,961.6
"Madison County, OH",39097,2003,White,2106-3,352,37800,931.2,977.2
"Madison County, OH",39097,2004,White,2106-3,336,38011,884,934.8
"Madison County, OH",39097,2005,White,2106-3,340,38186,890.4,920.8
"Madison County, OH",39097,2006,Black or African American,2054-5,11,2850,386.0 (Unreliable),1337.9 (Unreliable)
"Madison County, OH",39097,2006,White,2106-3,312,38634,807.6,826.4
"Madison County, OH",39097,2007,Black or African American,2054-5,13,2871,452.8 (Unreliable),1300.6 (Unreliable)
"Madison County, OH",39097,2007,White,2106-3,364,39141,930,947.9
"Madison County, OH",39097,2008,Black or African American,2054-5,11,3087,356.3 (Unreliable),1487.0 (Unreliable)
"Madison County, OH",39097,2008,White,2106-3,351,39683,884.5,894.7
"Madison County, OH",39097,2009,White,2106-3,341,39823,856.3,845.1
"Madison County, OH",39097,2010,White,2106-3,371,39941,928.9,895.1
"Mahoning County, OH",39099,2000,Black or African American,2054-5,491,42649,1151.3,1410.5
"Mahoning County, OH",39099,2000,White,2106-3,2668,212826,1253.6,883.6
"Mahoning County, OH",39099,2001,Black or African American,2054-5,427,42398,1007.1,1196.4
"Mahoning County, OH",39099,2001,White,2106-3,2671,210709,1267.6,878.6
"Mahoning County, OH",39099,2002,Black or African American,2054-5,410,42002,976.1,1150.5
"Mahoning County, OH",39099,2002,White,2106-3,2621,208745,1255.6,852
"Mahoning County, OH",39099,2003,Black or African American,2054-5,408,41684,978.8,1147
"Mahoning County, OH",39099,2003,White,2106-3,2740,207696,1319.2,889.9
"Mahoning County, OH",39099,2004,Black or African American,2054-5,406,41405,980.6,1133.5
"Mahoning County, OH",39099,2004,White,2106-3,2609,206038,1266.3,837.6
"Mahoning County, OH",39099,2005,Black or African American,2054-5,421,41144,1023.2,1166.8
"Mahoning County, OH",39099,2005,White,2106-3,2614,204016,1281.3,844.3
"Mahoning County, OH",39099,2006,Black or African American,2054-5,395,41125,960.5,1077.6
"Mahoning County, OH",39099,2006,White,2106-3,2563,202366,1266.5,819.9
"Mahoning County, OH",39099,2007,Black or African American,2054-5,415,40792,1017.4,1116.4
"Mahoning County, OH",39099,2007,White,2106-3,2575,200037,1287.3,822
"Mahoning County, OH",39099,2008,Black or African American,2054-5,461,40589,1135.8,1202
"Mahoning County, OH",39099,2008,White,2106-3,2618,198223,1320.7,820.5
"Mahoning County, OH",39099,2009,Black or African American,2054-5,415,40404,1027.1,1103
"Mahoning County, OH",39099,2009,White,2106-3,2543,196860,1291.8,800.4
"Mahoning County, OH",39099,2010,Black or African American,2054-5,449,40191,1117.2,1167
"Mahoning County, OH",39099,2010,White,2106-3,2602,195773,1329.1,817.1
"Marion County, OH",39101,2000,Black or African American,2054-5,12,4047,296.5 (Unreliable),798.0 (Unreliable)
"Marion County, OH",39101,2000,White,2106-3,599,61614,972.2,906.3
"Marion County, OH",39101,2001,Black or African American,2054-5,21,4148,506.3,1405.1
"Marion County, OH",39101,2001,White,2106-3,611,61450,994.3,919
"Marion County, OH",39101,2002,Black or African American,2054-5,26,4127,630,1943.2
"Marion County, OH",39101,2002,White,2106-3,622,61496,1011.4,921
"Marion County, OH",39101,2003,Black or African American,2054-5,10,4194,238.4 (Unreliable),1083.7 (Unreliable)
"Marion County, OH",39101,2003,White,2106-3,660,61616,1071.2,965
"Marion County, OH",39101,2004,Black or African American,2054-5,14,4188,334.3 (Unreliable),887.7 (Unreliable)
"Marion County, OH",39101,2004,White,2106-3,677,61610,1098.8,984
"Marion County, OH",39101,2005,Black or African American,2054-5,15,4263,351.9 (Unreliable),688.8 (Unreliable)
"Marion County, OH",39101,2005,White,2106-3,636,61661,1031.4,914.3
"Marion County, OH",39101,2006,Black or African American,2054-5,10,4278,233.8 (Unreliable),563.7 (Unreliable)
"Marion County, OH",39101,2006,White,2106-3,644,61488,1047.4,914.2
"Marion County, OH",39101,2007,Black or African American,2054-5,13,4364,297.9 (Unreliable),795.9 (Unreliable)
"Marion County, OH",39101,2007,White,2106-3,679,61542,1103.3,946.3
"Marion County, OH",39101,2008,Black or African American,2054-5,21,4436,473.4,1057.6
"Marion County, OH",39101,2008,White,2106-3,631,61815,1020.8,860.5
"Marion County, OH",39101,2009,Black or African American,2054-5,18,4313,417.3 (Unreliable),1161.5 (Unreliable)
"Marion County, OH",39101,2009,White,2106-3,659,61573,1070.3,896
"Marion County, OH",39101,2010,Black or African American,2054-5,16,4315,370.8 (Unreliable),1055.3 (Unreliable)
"Marion County, OH",39101,2010,White,2106-3,639,61583,1037.6,859.7
"Medina County, OH",39103,2000,Black or African American,2054-5,17,1549,1097.5 (Unreliable),2080.4 (Unreliable)
"Medina County, OH",39103,2000,White,2106-3,1012,148150,683.1,803.5
"Medina County, OH",39103,2001,Black or African American,2054-5,10,1753,570.5 (Unreliable),953.1 (Unreliable)
"Medina County, OH",39103,2001,White,2106-3,1057,151085,699.6,806.1
"Medina County, OH",39103,2002,Black or African American,2054-5,10,1854,539.4 (Unreliable),870.5 (Unreliable)
"Medina County, OH",39103,2002,White,2106-3,1123,154001,729.2,828.4
"Medina County, OH",39103,2003,Black or African American,2054-5,12,1930,621.8 (Unreliable),980.2 (Unreliable)
"Medina County, OH",39103,2003,White,2106-3,1122,156621,716.4,797.5
"Medina County, OH",39103,2004,Black or African American,2054-5,13,2055,632.6 (Unreliable),1085.7 (Unreliable)
"Medina County, OH",39103,2004,White,2106-3,1085,159088,682,746.6
"Medina County, OH",39103,2005,Black or African American,2054-5,13,2165,600.5 (Unreliable),881.8 (Unreliable)
"Medina County, OH",39103,2005,White,2106-3,1079,160761,671.2,721.8
"Medina County, OH",39103,2006,White,2106-3,1092,162949,670.1,692.1
"Medina County, OH",39103,2007,Black or African American,2054-5,11,2387,460.8 (Unreliable),681.2 (Unreliable)
"Medina County, OH",39103,2007,White,2106-3,1188,164256,723.3,724.3
"Medina County, OH",39103,2008,White,2106-3,1243,165652,750.4,725.2
"Medina County, OH",39103,2009,Black or African American,2054-5,19,2500,760.0 (Unreliable),1033.7 (Unreliable)
"Medina County, OH",39103,2009,White,2106-3,1203,166952,720.6,683.3
"Medina County, OH",39103,2010,White,2106-3,1281,167598,764.3,714
"Meigs County, OH",39105,2000,White,2106-3,274,22758,1204,1070
"Meigs County, OH",39105,2001,White,2106-3,258,22801,1131.5,1000.7
"Meigs County, OH",39105,2002,White,2106-3,258,22973,1123.1,978.1
"Meigs County, OH",39105,2003,White,2106-3,247,23110,1068.8,914.4
"Meigs County, OH",39105,2004,White,2106-3,254,23161,1096.7,931.2
"Meigs County, OH",39105,2005,White,2106-3,283,23206,1219.5,1046.7
"Meigs County, OH",39105,2006,White,2106-3,279,23208,1202.2,1025.8
"Meigs County, OH",39105,2007,White,2106-3,263,23223,1132.5,957.6
"Meigs County, OH",39105,2008,White,2106-3,290,23150,1252.7,1057.7
"Meigs County, OH",39105,2009,White,2106-3,251,23377,1073.7,905.8
"Meigs County, OH",39105,2010,White,2106-3,254,23367,1087,913.9
"Mercer County, OH",39107,2000,White,2106-3,365,40616,898.7,827.1
"Mercer County, OH",39107,2001,White,2106-3,351,40487,866.9,773.3
"Mercer County, OH",39107,2002,White,2106-3,329,40471,812.9,713.1
"Mercer County, OH",39107,2003,White,2106-3,417,40444,1031.1,877.3
"Mercer County, OH",39107,2004,White,2106-3,371,40465,916.8,773.9
"Mercer County, OH",39107,2005,White,2106-3,405,40490,1000.2,829.6
"Mercer County, OH",39107,2006,White,2106-3,386,40556,951.8,765.1
"Mercer County, OH",39107,2007,White,2106-3,384,40533,947.4,745.6
"Mercer County, OH",39107,2008,White,2106-3,401,40470,990.9,782
"Mercer County, OH",39107,2009,White,2106-3,370,40273,918.7,687.8
"Mercer County, OH",39107,2010,White,2106-3,400,40211,994.8,758.7
"Miami County, OH",39109,2000,Black or African American,2054-5,30,2267,1323.3,1942.1
"Miami County, OH",39109,2000,White,2106-3,950,95522,994.5,948
"Miami County, OH",39109,2001,Black or African American,2054-5,22,2301,956.1,1425.2
"Miami County, OH",39109,2001,White,2106-3,845,95825,881.8,830.4
"Miami County, OH",39109,2002,Black or African American,2054-5,20,2360,847.5,1218.2
"Miami County, OH",39109,2002,White,2106-3,864,96004,900,837.9
"Miami County, OH",39109,2003,Black or African American,2054-5,15,2403,624.2 (Unreliable),923.9 (Unreliable)
"Miami County, OH",39109,2003,White,2106-3,896,96453,928.9,855.7
"Miami County, OH",39109,2004,Black or African American,2054-5,16,2455,651.7 (Unreliable),894.0 (Unreliable)
"Miami County, OH",39109,2004,White,2106-3,878,97011,905.1,829.1
"Miami County, OH",39109,2005,Black or African American,2054-5,17,2512,676.8 (Unreliable),1007.4 (Unreliable)
"Miami County, OH",39109,2005,White,2106-3,947,97664,969.7,873.1
"Miami County, OH",39109,2006,Black or African American,2054-5,16,2665,600.4 (Unreliable),841.7 (Unreliable)
"Miami County, OH",39109,2006,White,2106-3,913,97955,932.1,821.7
"Miami County, OH",39109,2007,Black or African American,2054-5,20,2678,746.8,1132.5
"Miami County, OH",39109,2007,White,2106-3,890,97966,908.5,791.1
"Miami County, OH",39109,2008,Black or African American,2054-5,21,2759,761.1,1016.3
"Miami County, OH",39109,2008,White,2106-3,886,98140,902.8,765.8
"Miami County, OH",39109,2009,Black or African American,2054-5,20,2771,721.8,1123.5
"Miami County, OH",39109,2009,White,2106-3,895,98202,911.4,759.7
"Miami County, OH",39109,2010,Black or African American,2054-5,17,2814,604.1 (Unreliable),1035.1 (Unreliable)
"Miami County, OH",39109,2010,White,2106-3,924,98121,941.7,771.5
"Monroe County, OH",39111,2000,White,2106-3,176,15085,1166.7,935.8
"Monroe County, OH",39111,2001,White,2106-3,183,15013,1218.9,971.7
"Monroe County, OH",39111,2002,White,2106-3,154,14907,1033.1,812.9
"Monroe County, OH",39111,2003,White,2106-3,187,14947,1251.1,976.1
"Monroe County, OH",39111,2004,White,2106-3,157,15013,1045.8,813
"Monroe County, OH",39111,2005,White,2106-3,214,14830,1443,1081.1
"Monroe County, OH",39111,2006,White,2106-3,162,14701,1102,795.2
"Monroe County, OH",39111,2007,White,2106-3,152,14654,1037.3,751.7
"Monroe County, OH",39111,2008,White,2106-3,152,14710,1033.3,736
"Monroe County, OH",39111,2009,White,2106-3,198,14614,1354.9,976.6
"Monroe County, OH",39111,2010,White,2106-3,172,14513,1185.1,831.5
"Montgomery County, OH",39113,2000,Black or African American,2054-5,1007,114440,879.9,1112.3
"Montgomery County, OH",39113,2000,White,2106-3,4566,434514,1050.8,932.5
"Montgomery County, OH",39113,2001,Black or African American,2054-5,1036,115180,899.5,1113.9
"Montgomery County, OH",39113,2001,White,2106-3,4505,430073,1047.5,914.2
"Montgomery County, OH",39113,2002,Black or African American,2054-5,1054,115766,910.5,1111.9
"Montgomery County, OH",39113,2002,White,2106-3,4575,426867,1071.8,921.8
"Montgomery County, OH",39113,2003,Black or African American,2054-5,1037,116345,891.3,1070.5
"Montgomery County, OH",39113,2003,White,2106-3,4459,424394,1050.7,886.1
"Montgomery County, OH",39113,2004,Black or African American,2054-5,1057,116684,905.9,1079.1
"Montgomery County, OH",39113,2004,White,2106-3,4289,421736,1017,844.6
"Montgomery County, OH",39113,2005,Black or African American,2054-5,1060,117213,904.3,1056.9
"Montgomery County, OH",39113,2005,White,2106-3,4319,418222,1032.7,838.8
"Montgomery County, OH",39113,2006,Black or African American,2054-5,1072,117167,914.9,1041.4
"Montgomery County, OH",39113,2006,White,2106-3,4251,414850,1024.7,821.7
"Montgomery County, OH",39113,2007,Black or African American,2054-5,1044,117630,887.5,1009.2
"Montgomery County, OH",39113,2007,White,2106-3,4300,411116,1045.9,824.5
"Montgomery County, OH",39113,2008,Black or African American,2054-5,1114,117733,946.2,1051.4
"Montgomery County, OH",39113,2008,White,2106-3,4641,407892,1137.8,873.8
"Montgomery County, OH",39113,2009,Black or African American,2054-5,1031,117403,878.2,957.8
"Montgomery County, OH",39113,2009,White,2106-3,4345,405545,1071.4,812.7
"Montgomery County, OH",39113,2010,Black or African American,2054-5,1042,117870,884,955.5
"Montgomery County, OH",39113,2010,White,2106-3,4584,404590,1133,842.5
"Morgan County, OH",39115,2000,Black or African American,2054-5,10,676,1479.3 (Unreliable),1956.8 (Unreliable)
"Morgan County, OH",39115,2000,White,2106-3,157,14110,1112.7,940.4
"Morgan County, OH",39115,2001,Black or African American,2054-5,10,665,1503.8 (Unreliable),1719.4 (Unreliable)
"Morgan County, OH",39115,2001,White,2106-3,158,14161,1115.7,932.6
"Morgan County, OH",39115,2002,White,2106-3,162,14113,1147.9,973.8
"Morgan County, OH",39115,2003,Black or African American,2054-5,11,650,1692.3 (Unreliable),1944.1 (Unreliable)
"Morgan County, OH",39115,2003,White,2106-3,154,14225,1082.6,917.7
"Morgan County, OH",39115,2004,White,2106-3,134,14334,934.8,782.8
"Morgan County, OH",39115,2005,White,2106-3,145,14435,1004.5,792.4
"Morgan County, OH",39115,2006,White,2106-3,145,14421,1005.5,781.1
"Morgan County, OH",39115,2007,White,2106-3,162,14395,1125.4,855.2
"Morgan County, OH",39115,2008,White,2106-3,153,14337,1067.2,800.5
"Morgan County, OH",39115,2009,White,2106-3,146,14264,1023.6,786.2
"Morgan County, OH",39115,2010,White,2106-3,145,14238,1018.4,783.1
"Morrow County, OH",39117,2000,White,2106-3,246,31350,784.7,858.6
"Morrow County, OH",39117,2001,White,2106-3,263,32140,818.3,890.9
"Morrow County, OH",39117,2002,White,2106-3,274,32645,839.3,911.3
"Morrow County, OH",39117,2003,White,2106-3,249,33196,750.1,799.3
"Morrow County, OH",39117,2004,White,2106-3,273,33690,810.3,855.3
"Morrow County, OH",39117,2005,White,2106-3,283,33929,834.1,873
"Morrow County, OH",39117,2006,White,2106-3,270,34200,789.5,818.8
"Morrow County, OH",39117,2007,White,2106-3,280,34553,810.3,813
"Morrow County, OH",39117,2008,White,2106-3,271,34480,786,784
"Morrow County, OH",39117,2009,White,2106-3,273,34503,791.2,764.9
"Morrow County, OH",39117,2010,White,2106-3,297,34425,862.7,821.1
"Muskingum County, OH",39119,2000,Black or African American,2054-5,25,3947,633.4,751.7
"Muskingum County, OH",39119,2000,White,2106-3,794,80080,991.5,885.6
"Muskingum County, OH",39119,2001,Black or African American,2054-5,49,3955,1238.9,1570.7
"Muskingum County, OH",39119,2001,White,2106-3,815,80269,1015.3,896.3
"Muskingum County, OH",39119,2002,Black or African American,2054-5,36,3948,911.9,1106
"Muskingum County, OH",39119,2002,White,2106-3,845,80723,1046.8,915.2
"Muskingum County, OH",39119,2003,Black or African American,2054-5,37,3960,934.3,1128.8
"Muskingum County, OH",39119,2003,White,2106-3,835,80850,1032.8,898.7
"Muskingum County, OH",39119,2004,Black or African American,2054-5,30,3980,753.8,898.2
"Muskingum County, OH",39119,2004,White,2106-3,801,80993,989,856
"Muskingum County, OH",39119,2005,Black or African American,2054-5,43,4040,1064.4,1342
"Muskingum County, OH",39119,2005,White,2106-3,841,81022,1038,890.2
"Muskingum County, OH",39119,2006,Black or African American,2054-5,41,4114,996.6,1205.6
"Muskingum County, OH",39119,2006,White,2106-3,862,81286,1060.5,903.7
"Muskingum County, OH",39119,2007,Black or African American,2054-5,44,4130,1065.4,1231.4
"Muskingum County, OH",39119,2007,White,2106-3,783,81160,964.8,811.9
"Muskingum County, OH",39119,2008,Black or African American,2054-5,49,4172,1174.5,1468.8
"Muskingum County, OH",39119,2008,White,2106-3,859,81056,1059.8,880.7
"Muskingum County, OH",39119,2009,Black or African American,2054-5,44,4223,1041.9,1252.6
"Muskingum County, OH",39119,2009,White,2106-3,863,80881,1067,881.9
"Muskingum County, OH",39119,2010,Black or African American,2054-5,45,4341,1036.6,1213.3
"Muskingum County, OH",39119,2010,White,2106-3,879,81041,1084.6,878.1
"Noble County, OH",39121,2000,White,2106-3,114,13050,873.6,832.9
"Noble County, OH",39121,2001,White,2106-3,107,12999,823.1,732.4
"Noble County, OH",39121,2002,White,2106-3,141,13126,1074.2,920
"Noble County, OH",39121,2003,White,2106-3,114,13446,847.8,729.6
"Noble County, OH",39121,2004,White,2106-3,109,13580,802.7,663.7
"Noble County, OH",39121,2005,White,2106-3,124,13523,917,772.2
"Noble County, OH",39121,2006,White,2106-3,119,13930,854.3,695.3
"Noble County, OH",39121,2007,White,2106-3,119,13990,850.6,680.5
"Noble County, OH",39121,2008,White,2106-3,139,14081,987.1,785.1
"Noble County, OH",39121,2009,White,2106-3,122,14135,863.1,678.2
"Noble County, OH",39121,2010,White,2106-3,120,14183,846.1,654.7
"Ottawa County, OH",39123,2000,White,2106-3,407,40432,1006.6,832.5
"Ottawa County, OH",39123,2001,White,2106-3,434,40414,1073.9,865.8
"Ottawa County, OH",39123,2002,White,2106-3,446,40421,1103.4,871.5
"Ottawa County, OH",39123,2003,White,2106-3,433,40739,1062.9,828.3
"Ottawa County, OH",39123,2004,White,2106-3,447,40961,1091.3,823
"Ottawa County, OH",39123,2005,White,2106-3,449,40989,1095.4,817.7
"Ottawa County, OH",39123,2006,White,2106-3,489,40987,1193.1,890.4
"Ottawa County, OH",39123,2007,White,2106-3,449,40978,1095.7,788.8
"Ottawa County, OH",39123,2008,White,2106-3,449,40854,1099,769.9
"Ottawa County, OH",39123,2009,White,2106-3,455,40766,1116.1,800.9
"Ottawa County, OH",39123,2010,White,2106-3,443,40699,1088.5,758.2
"Paulding County, OH",39125,2000,White,2106-3,167,19917,838.5,846.7
"Paulding County, OH",39125,2001,White,2106-3,181,19801,914.1,900.1
"Paulding County, OH",39125,2002,White,2106-3,173,19587,883.2,854.3
"Paulding County, OH",39125,2003,White,2106-3,162,19490,831.2,788.4
"Paulding County, OH",39125,2004,White,2106-3,177,19406,912.1,848
"Paulding County, OH",39125,2005,White,2106-3,163,19426,839.1,777.7
"Paulding County, OH",39125,2006,White,2106-3,164,19356,847.3,764.5
"Paulding County, OH",39125,2007,White,2106-3,193,19330,998.4,899.3
"Paulding County, OH",39125,2008,White,2106-3,202,19263,1048.6,944.6
"Paulding County, OH",39125,2009,White,2106-3,183,19259,950.2,840.4
"Paulding County, OH",39125,2010,White,2106-3,180,19200,937.5,828.2
"Perry County, OH",39127,2000,White,2106-3,316,33822,934.3,1005.2
